timeJ,axJ,ayJ,azJ,aTJ
85.091,0.115,-0.2123,-0.0968,0.26
85.091,0.1291,-0.2344,-0.1442,0.304
85.091,0.1361,-0.2562,-0.2034,0.354
85.091,0.1265,-0.2374,-0.2269,0.352
85.091,0.1385,-0.214,-0.2529,0.359
85.091,0.1195,-0.1836,-0.2718,0.349
85.091,0.1222,-0.1415,-0.2815,0.338
85.091,0.1132,-0.0973,-0.2771,0.315
85.091,0.0853,-0.0606,-0.221,0.244
85.091,0.0743,-0.0502,-0.2178,0.236
85.092,0.0897,-0.0233,-0.1746,0.198
85.092,0.1239,-0.0036,-0.1509,0.195
85.092,0.1295,-0.0055,-0.1396,0.19
85.092,0.135,-0.0073,-0.1095,0.174
85.092,0.1382,-0.0043,-0.1035,0.173
85.092,0.1153,-0.0297,-0.1095,0.162
85.092,0.114,-0.0217,-0.1466,0.187
85.092,0.1011,-0.009,-0.1362,0.17
85.092,0.1024,-0.0082,-0.138,0.172
85.093,0.1038,-0.0074,-0.1402,0.175
85.093,0.1051,-0.0065,-0.1428,0.177
85.093,0.1061,-0.0056,-0.1452,0.18
85.093,0.107,-0.0048,-0.1476,0.182
85.093,0.1078,-0.004,-0.1501,0.185
85.093,0.1085,-0.0033,-0.1525,0.187
85.093,0.1094,-0.0024,-0.1557,0.19
85.093,0.1101,-0.0015,-0.1586,0.193
85.093,0.1108,-0.0007,-0.1613,0.196
85.094,0.1112,0,-0.1636,0.198
85.094,0.1112,0.0005,-0.165,0.199
85.094,0.1111,0.001,-0.1663,0.2
85.094,0.111,0.0015,-0.1674,0.201
85.094,0.1108,0.0019,-0.1684,0.202
85.094,0.1108,0.0024,-0.1695,0.203
85.094,0.1106,0.0028,-0.1706,0.203
85.094,0.1105,0.0032,-0.1715,0.204
85.095,0.1104,0.0036,-0.1722,0.205
85.095,0.1103,0.004,-0.1727,0.205
85.095,0.1101,0.0043,-0.173,0.205
85.095,0.1099,0.0046,-0.1731,0.205
85.095,0.1095,0.0048,-0.1731,0.205
85.095,0.1092,0.005,-0.173,0.205
85.095,0.1089,0.0052,-0.1727,0.204
85.095,0.1085,0.0054,-0.172,0.203
85.095,-0.1007,0.0767,0.1019,0.162
85.095,-0.0875,0.0856,0.1676,0.208
85.096,-0.0934,0.1465,0.2309,0.289
85.096,-0.0975,0.1678,0.2988,0.356
85.096,-0.0968,0.1961,0.3623,0.423
85.096,-0.0961,0.1836,0.3906,0.442
85.096,-0.0906,0.2022,0.3694,0.431
85.096,-0.1187,0.1752,0.363,0.42
85.096,-0.1254,0.1387,0.3163,0.367
85.096,-0.1298,0.1332,0.2844,0.34
85.096,-0.1367,0.1181,0.2287,0.291
85.097,-0.1558,0.0981,0.1853,0.261
85.097,-0.1536,0.0639,0.1897,0.252
85.097,-0.1299,0.0392,0.1512,0.203
85.097,-0.123,0.0146,0.1271,0.177
85.097,-0.1209,-0.0268,0.0528,0.135
85.097,-0.0925,-0.0585,-0.0191,0.111
85.097,-0.0259,-0.0806,-0.0553,0.101
85.098,0.0048,-0.0931,-0.1084,0.143
85.098,0.0333,-0.115,-0.1117,0.164
85.098,0.0548,-0.1129,-0.0914,0.155
85.098,0.0478,-0.1155,-0.0665,0.142
85.098,0.072,-0.1253,-0.0252,0.147
85.098,0.0556,-0.1087,-0.0009,0.122
85.098,0.0275,-0.1017,0.021,0.107
85.098,0.0065,-0.0779,0.0164,0.08
85.098,0.0142,-0.0756,-0.017,0.079
85.098,0.0122,-0.0758,-0.0647,0.1
85.099,0.0222,-0.0664,-0.0696,0.099
85.099,0.0441,-0.0521,-0.1083,0.128
85.099,0.0588,-0.0618,-0.1375,0.162
85.099,0.0879,-0.0785,-0.1694,0.206
85.099,0.0908,-0.0808,-0.173,0.211
85.099,0.0676,-0.0903,-0.1555,0.192
85.099,0.0516,-0.0924,-0.1335,0.17
85.099,0.0358,-0.1017,-0.1118,0.155
85.099,0.0272,-0.111,-0.1048,0.155
85.1,0.0115,-0.1011,-0.0597,0.118
85.1,-0.0352,-0.1055,-0.0626,0.128
85.1,-0.0437,-0.0979,-0.0322,0.112
85.1,-0.0618,-0.0569,-0.0448,0.095
85.1,-0.056,-0.0494,-0.0288,0.08
85.1,-0.0547,-0.0369,-0.0604,0.089
85.1,-0.0392,-0.0269,-0.087,0.099
85.1,-0.0404,-0.0169,-0.0757,0.087
85.1,-0.044,-0.0116,-0.0814,0.093
85.1,-0.0451,-0.0112,-0.0612,0.077
85.101,-0.0581,0.0083,-0.0319,0.067
85.101,-0.0425,0.0229,0.0041,0.048
85.101,-0.0555,0.016,0.0326,0.066
85.101,-0.0566,0.0211,0.0773,0.098
85.101,-0.0767,0.0427,0.0862,0.123
85.101,-0.0753,0.0356,0.0808,0.116
85.101,-0.074,0.0381,0.0637,0.105
85.101,-0.0917,0.0358,0.0302,0.103
85.101,-0.0785,0.0335,0.0136,0.086
85.102,-0.1035,0.0193,-0.0122,0.106
85.102,-0.1188,-0.009,0.0051,0.119
85.102,-0.1009,-0.0134,0.0343,0.107
85.102,-0.1116,-0.0107,0.0658,0.13
85.102,-0.101,0.0251,0.0998,0.144
85.102,-0.1024,0.0441,0.1313,0.172
85.102,-0.0896,0.0699,0.1248,0.169
85.102,-0.0673,0.1026,0.1424,0.188
85.102,-0.0287,0.0994,0.1743,0.203
87.008,-0.0282,0.0986,0.1729,0.201
87.008,-0.0205,0.1239,0.1931,0.23
87.008,-0.0127,0.1181,0.1921,0.226
87.008,-0.0263,0.1171,0.146,0.189
87.008,-0.0113,0.1066,0.1052,0.15
87.008,-0.0154,0.1081,0.0647,0.127
87.008,-0.0386,0.0811,0.0316,0.095
87.008,-0.0712,0.0566,0.032,0.096
87.009,-0.1156,0.0347,0.0728,0.141
87.009,-0.1363,0.0248,0.1443,0.2
87.009,-0.1309,-0.0017,0.2084,0.246
87.009,-0.1113,-0.0044,0.2652,0.288
87.009,-0.0752,-0.0166,0.2911,0.301
87.009,-0.0536,-0.024,0.3268,0.332
87.009,-0.0462,-0.0313,0.32,0.325
87.009,-0.0481,-0.0267,0.2661,0.272
87.01,-0.0593,-0.0364,0.1963,0.208
87.01,-0.056,-0.0271,0.0987,0.117
87.01,-0.0335,-0.0153,0.0136,0.039
87.01,0.008,-0.0107,-0.0878,0.089
87.01,0.0352,0.0081,-0.1151,0.121
87.01,0.0481,0.0175,-0.1759,0.183
87.01,0.0565,0.0055,-0.1773,0.186
87.01,0.0959,-0.0063,-0.1816,0.205
87.01,0.0899,-0.0416,-0.1744,0.201
87.011,0.1198,-0.0648,-0.1891,0.233
87.011,0.1376,-0.0947,-0.1756,0.242
87.011,0.1744,-0.1149,-0.2171,0.301
87.011,0.218,-0.1301,-0.2493,0.356
87.011,0.2256,-0.1332,-0.3104,0.406
87.011,0.2452,-0.1457,-0.3169,0.426
87.011,0.2766,-0.1556,-0.3714,0.488
87.011,0.2936,-0.144,-0.3712,0.495
87.011,0.3128,-0.1142,-0.3622,0.492
87.012,0.3201,-0.0988,-0.3559,0.489
87.012,0.3109,-0.0594,-0.3547,0.475
87.012,0.352,-0.0296,-0.3322,0.485
87.012,0.3647,0.017,-0.3147,0.482
87.012,0.349,0.0541,-0.2903,0.457
87.012,0.3763,0.0887,-0.3042,0.492
87.012,0.3561,0.0947,-0.292,0.47
87.013,0.3241,0.1246,-0.2895,0.452
87.013,0.2969,0.1235,-0.2943,0.436
87.013,0.2432,0.1127,-0.2584,0.372
87.013,0.2013,0.09,-0.2703,0.349
87.013,0.1854,0.0839,-0.2486,0.321
87.013,0.2028,0.0683,-0.2626,0.339
87.013,0.2151,0.0549,-0.2333,0.322
87.013,0.2653,0.0511,-0.2586,0.374
87.014,0.2962,0.052,-0.25,0.391
87.014,0.3006,0.0838,-0.2603,0.406
87.014,0.281,0.1156,-0.2224,0.377
87.014,0.23,0.1711,-0.2106,0.356
87.014,0.1883,0.2049,-0.1696,0.326
87.014,0.1342,0.241,-0.1067,0.296
87.014,0.0726,0.3079,-0.0601,0.322
87.014,-0.0039,0.3936,0.0159,0.394
87.014,-0.0425,0.4624,0.0686,0.469
87.015,-0.0504,0.538,0.103,0.55
87.015,-0.0585,0.5775,0.1334,0.596
87.015,-0.0764,0.5953,0.1169,0.611
87.015,-0.1925,0.5771,0.0871,0.615
87.015,-0.2633,0.5611,0.0225,0.62
87.015,-0.2962,0.5879,-0.0458,0.66
87.015,-0.4082,0.6265,-0.0751,0.752
87.016,-0.4702,0.555,-0.0702,0.731
87.016,-0.5468,0.4524,0.0044,0.71
87.016,-0.6309,0.3474,0.1609,0.738
87.016,-0.6413,0.3021,0.2917,0.767
87.016,-0.6044,0.2566,0.3754,0.756
87.016,-0.573,0.1728,0.4263,0.735
87.016,-0.4992,0.151,0.4755,0.706
87.017,-0.3829,0.0551,0.4728,0.611
87.017,-0.3029,0.0021,0.4061,0.507
87.017,-0.221,-0.058,0.2826,0.363
87.017,-0.1226,-0.0774,0.1234,0.19
87.017,-0.0363,-0.1517,-0.0548,0.165
87.017,0.0334,-0.2259,-0.2142,0.313
87.017,0.0892,-0.2758,-0.2877,0.408
87.017,0.1049,-0.3519,-0.2899,0.468
87.017,0.0925,-0.4085,-0.2566,0.491
87.018,0.033,-0.3861,-0.1757,0.425
87.018,-0.0018,-0.3588,-0.0853,0.369
87.018,-0.0743,-0.2932,-0.0284,0.304
87.018,-0.158,-0.2348,0.0021,0.283
87.018,-0.246,-0.2075,-0.0056,0.322
87.018,-0.3551,-0.1562,-0.0372,0.39
87.018,-0.5047,-0.0954,-0.0734,0.519
87.018,-0.6088,-0.0252,-0.1429,0.626
87.018,-0.6794,-0.0769,-0.2051,0.714
87.019,-0.7764,-0.1285,-0.2437,0.824
87.019,-0.8592,-0.1872,-0.2347,0.91
87.019,-0.8656,-0.2053,-0.2114,0.914
87.019,-0.9084,-0.2186,-0.164,0.949
87.019,-0.875,-0.1962,-0.1545,0.91
87.019,-0.8443,-0.1977,-0.1546,0.881
87.019,-0.8092,-0.1562,-0.2093,0.85
87.019,-0.7552,-0.1626,-0.2714,0.819
87.02,-0.7251,-0.1785,-0.3147,0.81
87.02,-0.7357,-0.1991,-0.3561,0.841
87.02,-0.7316,-0.2697,-0.3719,0.864
87.02,-0.7394,-0.3114,-0.3166,0.862
87.02,-0.7971,-0.3841,-0.2525,0.92
87.02,-0.8402,-0.4326,-0.1365,0.955
87.02,-0.8449,-0.4572,-0.0497,0.962
87.02,-0.8924,-0.4458,0.0199,0.998
87.021,-0.873,-0.3986,0.0678,0.962
87.021,-0.8847,-0.306,0.0746,0.939
87.021,-0.8654,-0.2517,0.0929,0.906
87.021,-0.8629,-0.2022,0.1082,0.893
87.021,-0.8605,-0.1312,0.178,0.888
87.021,-0.8846,-0.089,0.2405,0.921
87.021,-0.947,-0.0803,0.3291,1.006
87.021,-0.8492,-0.0884,0.3243,0.913
87.021,-0.8661,-0.1418,0.324,0.935
87.022,-0.866,-0.1592,0.2733,0.922
87.022,-0.8323,-0.1909,0.2392,0.887
87.022,-0.8177,-0.1963,0.2073,0.866
87.022,-0.796,-0.2016,0.1635,0.837
87.022,-0.7672,-0.1974,0.1579,0.808
87.022,-0.7098,-0.1597,0.1619,0.745
87.022,-0.6457,-0.1341,0.1877,0.686
87.023,-0.5913,-0.1134,0.1993,0.634
87.023,-0.4919,-0.0712,0.2137,0.541
87.023,-0.4621,-0.0578,0.2642,0.535
87.023,-0.2864,-0.0325,0.2624,0.39
87.023,-0.1059,0.0406,0.2658,0.289
87.023,-0.0136,0.0801,0.2437,0.257
87.023,0.0001,0.1101,0.1747,0.206
87.023,-0.0217,0.1233,0.0922,0.155
87.024,-0.0719,0.1221,-0.0039,0.142
87.024,-0.1267,0.097,-0.121,0.2
87.024,-0.1955,0.0743,-0.2043,0.292
87.024,-0.2141,0.0804,-0.309,0.384
87.024,-0.2327,0.077,-0.4186,0.485
87.024,-0.2109,0.0783,-0.5144,0.561
87.024,-0.2133,0.0892,-0.5561,0.602
87.024,-0.2136,0.0668,-0.5247,0.57
87.024,-0.2381,0.0515,-0.4822,0.54
87.025,-0.2796,0.0123,-0.3974,0.486
87.025,-0.2401,-0.0316,-0.2773,0.368
87.025,-0.1817,-0.0778,-0.1624,0.256
87.025,-0.1211,-0.1001,-0.0766,0.175
87.025,-0.0676,-0.1271,-0.0125,0.144
87.025,-0.0046,-0.1301,-0.0084,0.13
87.025,0.0395,-0.157,-0.0234,0.164
87.025,0.1121,-0.1528,-0.0503,0.196
87.026,0.1657,-0.1964,-0.0866,0.271
87.026,0.2168,-0.2208,-0.0772,0.319
87.026,0.2561,-0.2404,-0.0412,0.354
87.026,0.2738,-0.2457,0.0188,0.368
87.026,0.2748,-0.2318,0.0529,0.363
87.026,0.2974,-0.2037,0.0681,0.367
87.026,0.3033,-0.1254,0.0406,0.331
87.026,0.2878,-0.0328,0.0227,0.291
87.026,0.2676,0.0477,-0.0333,0.274
87.027,0.2355,0.1473,-0.0414,0.281
87.027,0.2178,0.2109,-0.0569,0.308
87.027,0.1522,0.2672,-0.0247,0.309
87.027,0.1415,0.2852,0.0431,0.321
87.027,0.1354,0.3224,0.1132,0.368
87.027,0.1697,0.3188,0.1881,0.407
87.027,0.2301,0.3032,0.2605,0.461
87.027,0.3164,0.247,0.3113,0.508
87.027,0.3833,0.2147,0.3646,0.571
87.028,0.4573,0.1801,0.392,0.629
87.028,0.5023,0.1407,0.3887,0.651
87.028,0.5641,0.0846,0.3738,0.682
87.028,0.6284,0.0525,0.3475,0.72
87.028,0.6476,0.0061,0.3217,0.723
87.028,0.6501,-0.0282,0.2679,0.704
87.028,0.6049,-0.0076,0.2243,0.645
87.028,0.5982,-0.0013,0.1788,0.624
87.029,0.5604,0.0169,0.1649,0.584
87.029,0.5416,0.0159,0.1799,0.571
87.029,0.53,0.0078,0.1977,0.566
87.029,0.4825,-0.0004,0.1942,0.52
87.029,0.4133,0.0202,0.1934,0.457
87.029,0.3823,0.0191,0.1807,0.423
87.029,0.3605,0.0229,0.1947,0.41
87.029,0.3529,0.0553,0.2371,0.429
87.03,0.3378,0.0852,0.2871,0.451
87.03,0.3248,0.1103,0.3232,0.471
87.03,0.3187,0.1353,0.3432,0.488
87.03,0.3384,0.1745,0.3407,0.511
87.03,0.3508,0.2185,0.3292,0.528
87.03,0.3777,0.2313,0.2968,0.533
87.03,0.3592,0.2203,0.2384,0.484
87.03,0.3676,0.1807,0.1152,0.426
87.03,0.3143,0.1102,-0.0411,0.336
87.031,0.2495,0.0685,-0.1373,0.293
87.031,0.1969,0.0245,-0.2067,0.287
87.031,0.171,0.0261,-0.2421,0.298
87.031,0.138,0.0587,-0.2,0.25
87.031,0.1599,0.1152,-0.0944,0.219
87.031,0.227,0.2241,0.0272,0.32
87.031,0.308,0.3592,0.1199,0.488
87.031,0.427,0.5181,0.1406,0.686
87.031,0.524,0.6051,0.0563,0.802
87.032,0.592,0.6801,-0.1284,0.911
87.032,0.6718,0.7025,-0.3851,1.046
87.032,0.7609,0.6437,-0.6635,1.197
87.032,0.8186,0.5421,-0.9163,1.343
87.032,0.9145,0.3714,-1.0531,1.443
87.032,0.9671,0.2059,-1.1286,1.5
87.032,1.065,0.048,-1.1985,1.604
87.032,1.1439,-0.1,-1.299,1.734
87.033,1.2182,-0.2166,-1.4517,1.907
87.033,1.2618,-0.3615,-1.624,2.088
87.033,1.2602,-0.4702,-1.7347,2.195
87.033,1.2588,-0.5786,-1.7241,2.212
87.033,1.2191,-0.6246,-1.5537,2.071
87.033,1.179,-0.6657,-1.2156,1.82
87.033,1.1622,-0.6611,-0.7766,1.546
87.033,1.109,-0.6468,-0.2861,1.315
87.034,1.0717,-0.6323,0.1703,1.256
87.034,1.0481,-0.6916,0.5811,1.384
87.034,1.055,-0.7815,0.8747,1.578
87.034,1.0183,-0.9186,1.0521,1.729
87.034,1.0625,-1.1411,1.0988,1.907
87.034,1.1011,-1.4728,1.1029,2.144
87.034,1.1342,-1.8848,1.1839,2.498
87.035,1.1303,-2.3769,1.3583,2.962
87.035,1.1061,-2.9085,1.5806,3.49
87.035,1.0804,-3.4554,1.7823,4.035
87.035,1.0487,-3.977,1.8958,4.529
87.035,0.9777,-4.4277,1.9596,4.94
87.035,0.8939,-4.7909,1.9382,5.245
87.036,0.8132,-5.1296,1.7912,5.494
87.036,0.8036,-5.4071,1.5775,5.69
87.036,0.7954,-5.6306,1.322,5.838
87.036,0.8487,-5.7787,1.0834,5.94
87.036,0.9263,-5.8323,0.8503,5.966
87.036,1.0034,-5.8918,0.685,6.016
87.037,1.056,-5.8614,0.6358,5.99
87.037,1.0318,-5.7677,0.7658,5.909
87.037,1.0002,-5.6582,1.0874,5.848
87.037,0.9543,-5.562,1.4635,5.83
87.037,0.856,-5.4577,1.8564,5.828
87.038,0.7603,-5.4024,2.2118,5.887
87.038,0.7123,-5.3646,2.4924,5.958
87.038,0.6258,-5.4017,2.7174,6.079
87.038,0.5772,-5.5278,2.8368,6.24
87.038,0.5424,-5.6616,2.8406,6.357
87.038,0.4928,-5.8249,2.7302,6.452
87.039,0.4145,-6.0176,2.5775,6.559
87.039,0.3317,-6.2446,2.3651,6.686
87.039,0.2689,-6.4152,2.0542,6.741
87.039,0.2839,-6.5345,1.7374,6.768
87.04,0.4156,-6.5509,1.6444,6.767
87.04,0.5631,-6.4173,1.8909,6.714
87.04,0.6441,-6.0358,2.2116,6.46
87.04,0.7127,-5.5303,2.2741,6.022
87.04,0.6786,-4.853,2.0768,5.322
87.041,0.3451,-4.1929,2.6072,4.949
87.041,-0.3142,-3.5968,4.3972,5.69
87.041,-0.997,-3.0285,6.1241,6.904
87.041,-1.3515,-2.3439,5.6292,6.246
87.041,-1.0707,-1.6304,2.7402,3.364
87.041,-0.2679,-0.9446,-0.3585,1.045
87.042,0.4842,-0.361,-1.6147,1.724
87.042,0.5809,0.1517,-0.7749,0.98
87.042,-0.1398,0.6085,0.9434,1.131
87.042,-1.3024,1.0005,2.3836,2.895
87.042,-2.2107,1.4141,2.7199,3.779
87.042,-2.3231,1.8202,1.3958,3.265
87.043,-1.5521,2.0831,-0.7149,2.694
87.043,-0.4511,2.1128,-1.9531,2.912
87.043,0.3372,2.0958,-1.4932,2.595
87.043,0.5962,2.3778,-0.3166,2.472
87.043,0.4,3.0448,0.0734,3.072
87.043,0.0321,3.7662,-0.0741,3.767
87.044,-0.1724,4.2698,-0.0099,4.273
87.044,-0.239,4.5368,0.1014,4.544
87.044,-0.5408,4.7206,-0.23,4.757
87.044,-1.151,4.7544,-0.8695,4.968
87.044,-1.8847,4.5907,-1.3937,5.155
87.044,-2.641,4.292,-1.8813,5.379
87.045,-3.226,4.0208,-2.3518,5.666
87.045,-3.4696,3.8866,-2.7674,5.899
87.045,-3.3454,3.963,-2.7417,5.866
87.045,-2.9702,4.1874,-2.5356,5.726
87.045,-2.3532,4.627,-2.73,5.865
87.046,-1.6473,5.2906,-3.3174,6.458
87.046,-0.8858,5.9174,-3.4396,6.902
87.046,-0.1784,6.5223,-2.8336,7.113
87.046,0.5036,7.1367,-2.544,7.593
87.046,1.0239,7.6413,-2.8546,8.221
87.047,1.2678,7.8643,-3.1573,8.569
87.047,1.2313,7.7963,-3.2257,8.527
87.047,1.0224,7.5837,-3.0548,8.239
87.047,0.579,7.4726,-3.3764,8.22
87.047,0.1064,7.4674,-4.0352,8.489
87.048,-0.4032,7.4938,-4.1156,8.559
87.048,-1.055,7.602,-4.1393,8.72
87.048,-1.7274,7.7295,-4.6229,9.171
87.048,-2.1895,7.8572,-4.7845,9.456
87.048,-2.4656,8.081,-4.4471,9.548
87.049,-2.5465,8.3607,-4.1509,9.675
87.049,-2.4325,8.6651,-4.2994,9.974
87.049,-1.9946,8.956,-4.8303,10.369
87.049,-1.4024,9.2216,-4.8465,10.512
87.049,-0.8418,9.56,-4.6428,10.661
87.05,-0.3795,10.019,-4.9075,11.163
87.05,0.0967,10.5478,-5.4432,11.87
87.05,0.5348,11.0105,-5.6054,12.367
87.05,0.7488,11.4143,-5.4807,12.684
87.051,0.6938,11.7454,-5.3272,12.916
87.051,0.5362,12.0062,-5.4335,13.189
87.051,0.3031,12.1465,-5.5354,13.352
87.051,-0.0226,12.1423,-5.2845,13.242
87.052,-0.3141,12.1543,-5.0912,13.181
87.052,-0.5629,12.2521,-5.4619,13.426
87.052,-0.6706,12.4303,-5.8951,13.774
87.052,-0.726,12.6526,-5.8703,13.967
87.052,-0.8367,12.9362,-5.6482,14.14
87.053,-0.93,13.3287,-5.7551,14.548
87.053,-1.037,13.732,-6.076,15.052
87.053,-1.0311,14.065,-6.1232,15.375
87.053,-0.9553,14.2921,-5.8084,15.457
87.054,-0.8883,14.5501,-5.4492,15.562
87.054,-0.8823,14.8554,-5.2975,15.796
87.054,-0.9374,15.2152,-5.0259,16.051
87.054,-0.9749,15.7275,-4.4431,16.372
87.055,-1.1427,16.3156,-3.7826,16.787
87.055,-1.455,16.825,-3.2451,17.197
87.055,-1.8179,17.2651,-2.6329,17.559
87.055,-2.2442,17.5865,-1.9565,17.837
87.056,-2.6106,17.4578,-1.1778,17.691
87.056,-2.9084,16.8653,-0.492,17.121
87.056,-3.0785,16.1015,0.105,16.393
87.056,-3.0185,15.358,0.4979,15.66
87.057,-2.8244,14.6947,0.5143,14.973
87.057,-2.5148,13.9893,0.3784,14.219
87.057,-2.1172,13.1748,0.0304,13.344
87.057,-1.7186,11.9546,-0.7766,12.102
87.057,-1.2076,10.4125,-1.7931,10.635
87.058,-0.7133,8.3336,-2.3148,8.679
87.058,-0.2998,5.8905,-2.5655,6.432
87.058,0.0238,3.1595,-3.5812,4.776
87.058,0.2313,0.2577,-5.1027,5.114
87.058,0.4524,-2.6596,-6.1457,6.712
87.059,0.9581,-5.5155,-6.3055,8.432
87.059,1.6415,-8.1852,-5.723,10.122
87.059,2.2904,-10.7594,-4.9237,12.052
87.059,2.6175,-13.2211,-4.5472,14.224
87.06,2.7042,-15.5968,-4.6641,16.502
87.06,2.5433,-17.9488,-4.4599,18.669
87.06,2.2327,-20.0887,-3.4441,20.504
87.06,1.9821,-21.5508,-2.1345,21.747
87.06,2.1686,-22.0401,-1.4308,22.193
87.061,2.8767,-21.2971,-1.9662,21.58
87.061,3.7179,-19.3735,-3.6755,20.066
87.061,4.3182,-16.6555,-5.9969,18.221
87.061,4.5404,-13.8778,-7.8888,16.596
87.062,4.2281,-11.509,-8.7509,15.064
87.062,3.4564,-9.8573,-8.369,13.385
87.062,2.5169,-8.6998,-7.1036,11.51
87.063,1.7821,-8.0506,-5.5313,9.929
87.063,1.3657,-7.7777,-4.2023,8.945
87.063,1.3039,-7.7564,-3.3052,8.531
87.063,1.3123,-7.9506,-2.5922,8.465
87.063,1.2718,-8.1139,-1.7508,8.398
87.064,1.0671,-8.201,-0.5843,8.291
87.064,0.8072,-8.169,0.77,8.245
87.064,0.5609,-8.2281,2.0174,8.49
87.064,0.2781,-8.3925,2.9397,8.897
87.064,-0.0189,-8.6403,3.5311,9.334
87.064,-0.3532,-8.9618,3.8473,9.759
87.065,-0.8001,-9.2971,3.9884,10.148
87.065,-1.2254,-9.5745,4.0301,10.46
87.065,-1.4689,-9.8372,4.0602,10.743
87.065,-1.3448,-10.0828,4.0928,10.965
87.066,-0.8927,-10.2803,3.9997,11.067
87.066,-0.2259,-10.4514,3.6643,11.077
87.066,0.5451,-10.5314,3.1445,11.004
87.066,1.2213,-10.523,2.6126,10.911
87.067,1.7448,-10.4527,2.2668,10.837
87.067,2.087,-10.3061,2.1981,10.743
87.067,2.1857,-10.0858,2.3398,10.582
87.067,2.0342,-9.7917,2.5227,10.314
87.067,1.7191,-9.4479,2.6135,9.952
87.068,1.3415,-9.1451,2.5458,9.587
87.068,0.952,-8.8784,2.3172,9.225
87.068,0.6513,-8.7267,1.9996,8.977
87.068,0.4491,-8.6491,1.6597,8.818
87.068,0.3665,-8.6481,1.307,8.754
87.069,0.365,-8.6877,0.9792,8.75
87.069,0.4538,-8.7822,0.7337,8.825
87.069,0.561,-8.934,0.5513,8.969
87.069,0.6962,-9.1645,0.475,9.203
87.069,0.838,-9.452,0.4355,9.499
87.069,0.9962,-9.7678,0.4547,9.829
87.07,1.1641,-10.0473,0.4583,10.125
87.07,1.2868,-10.3358,0.4821,10.427
87.07,1.362,-10.5354,0.5237,10.636
87.07,1.385,-10.6798,0.5804,10.785
87.071,1.3987,-10.7306,0.6545,10.841
87.071,1.3791,-10.6858,0.7126,10.798
87.071,1.3356,-10.5764,0.721,10.685
87.071,1.249,-10.429,0.701,10.527
87.071,1.2484,-10.4155,0.7057,10.514
87.072,1.2476,-10.402,0.7111,10.501
87.072,0.9909,-9.7337,0.6853,9.808
87.072,0.7369,-9.3338,0.58,9.381
87.072,0.6459,-9.1829,0.6165,9.226
87.072,0.56,-9.0584,0.7514,9.107
87.073,0.5079,-8.9651,0.9011,9.025
87.073,0.4822,-8.9483,0.9101,9.007
87.073,0.4995,-8.9339,0.836,8.987
87.073,0.5525,-8.9696,0.693,9.013
87.073,0.6032,-9.0388,0.5646,9.076
87.073,0.7065,-9.0958,0.4555,9.135
87.074,0.7883,-9.1576,0.4251,9.201
87.074,0.9057,-9.2504,0.4661,9.306
87.074,1.0181,-9.3885,0.5949,9.462
87.074,1.0846,-9.5218,0.7899,9.616
87.074,1.1605,-9.6501,1.0026,9.771
87.074,1.2194,-9.7474,1.219,9.899
87.075,1.2565,-9.7537,1.3988,9.933
87.075,1.2885,-9.7242,1.4495,9.916
87.075,1.3057,-9.702,1.4049,9.89
87.075,1.3583,-9.6726,1.2748,9.85
87.075,1.4964,-9.7006,1.1234,9.879
87.076,1.6028,-9.7191,0.9387,9.895
87.076,1.6444,-9.728,0.7849,9.897
87.076,1.5642,-9.7202,0.6838,9.869
87.076,1.3838,-9.6527,0.5971,9.77
87.076,1.1276,-9.5827,0.4916,9.661
87.076,0.9101,-9.4985,0.427,9.552
87.077,0.7363,-9.4072,0.3174,9.441
87.077,0.5627,-9.3303,0.2028,9.349
87.077,0.4037,-9.2774,0.0566,9.286
87.077,0.2564,-9.2295,-0.0446,9.233
87.077,0.1801,-9.1889,-0.1338,9.192
87.078,0.2177,-9.1246,-0.2269,9.13
87.078,0.3687,-9.0865,-0.4214,9.104
87.078,0.6356,-9.1227,-0.641,9.167
87.078,0.9872,-9.2257,-0.7113,9.306
87.078,1.3139,-9.3596,-0.6681,9.475
87.078,1.58,-9.5291,-0.7288,9.687
87.079,1.8743,-9.739,-0.904,9.959
87.083,2.3212,-9.9655,-0.256,10.235
87.088,2.7607,-9.6134,2.1533,10.231
87.093,4.0472,-7.7697,4.7982,9.989
87.098,5.3515,-4.2881,-0.3677,6.867
87.101,7.284,-1.1216,-16.8473,18.389
87.108,8.3044,1.5474,-25.9283,27.27
87.112,4.4357,7.3587,-16.1157,18.263
87.116,-2.1422,17.6432,-5.2812,18.541
87.123,-6.9118,30.0621,-3.3762,31.031
87.126,-10.2319,30.0503,-16.4482,35.753
87.131,-8.6453,30.0396,-34.3268,46.427
87.135,-5.6233,30.0197,-34.5857,46.141
87.14,-3.8178,29.9886,-14.0056,33.317
87.146,-1.367,26.5003,8.657,27.912
87.153,-1.7182,12.869,15.5873,20.286
87.158,-4.4898,8.3854,11.1045,14.621
87.16,-6.8551,9.4988,4.8758,12.688
87.165,-7.804,12.6577,0.1578,14.871
87.169,-7.5409,15.9502,-0.1094,17.643
87.174,-7.22,19.7089,4.1406,21.394
87.179,-6.8457,24.457,7.5279,26.489
87.184,-5.5737,29.588,6.1526,30.731
87.189,-3.2765,29.7612,2.0032,30.008
87.194,-0.5821,29.7259,-1.2359,29.757
87.198,1.0676,29.6912,-1.8984,29.771
87.204,1.3392,25.1778,-1.035,25.235
87.208,1.309,19.8621,-0.852,19.923
