timeE,axE,ayE,azE,aTE
12.66,-0.0502,0.0252,0.9356,0.937
12.666,0.0509,-0.0141,0.4864,0.489
12.669,0.1933,-0.0753,-0.2158,0.299
12.674,0.4186,-0.0911,-0.8045,0.911
12.68,0.5194,-0.1858,-1.0601,1.195
12.685,0.4648,-0.1011,-0.9666,1.077
12.691,0.3457,-0.0284,-0.6845,0.767
12.696,0.2526,0.1875,-0.1952,0.37
12.701,0.1969,0.3217,0.04,0.379
12.704,0.1122,0.4031,0.024,0.419
12.708,0.0844,0.9695,-0.188,0.991
12.712,0.5533,1.0165,-0.1442,1.166
12.716,1.1656,0.3084,-0.0174,1.206
12.723,1.4084,-0.3841,-0.2017,1.474
12.728,1.0281,-0.6688,-0.7029,1.414
12.731,0.4128,-0.6729,-1.0955,1.35
12.735,-0.3234,-0.5712,-1.051,1.239
12.741,-1.1053,-0.6174,-1.0698,1.657
12.745,-1.6163,-0.4746,-0.9485,1.933
12.752,-1.9244,-0.3585,-0.7971,2.114
12.757,-2.0713,-0.2522,-0.5942,2.17
12.761,-2.0096,-0.101,-0.5023,2.074
12.766,-1.7754,-0.0483,-0.5855,1.87
12.771,-1.3878,-0.039,-0.6406,1.529
12.775,-0.9656,-0.0943,-0.6961,1.194
12.781,-0.7186,-0.1686,-0.7641,1.062
12.787,-0.5119,-0.3167,-0.799,1
12.791,-0.3571,-0.3855,-0.6575,0.842
12.795,-0.1462,-0.5256,-0.1869,0.577
12.802,0.0856,-0.6914,0.345,0.777
19.353,0.2445,-0.5651,0.8906,1.083
19.353,0.652,-0.336,1.4304,1.608
19.354,1.2375,-0.1696,1.8576,2.239
19.355,1.7528,-0.049,1.8382,2.54
19.355,2.1321,-0.0383,1.4039,2.553
19.355,2.2826,-0.0276,0.8685,2.442
19.356,2.2216,0.0049,0.356,2.25
19.36,2.0686,0.0183,0.1315,2.073
19.36,1.812,0.001,0.0986,1.815
19.361,1.3802,-0.0495,0.159,1.39
19.363,0.964,-0.1117,0.3172,1.021
19.364,0.6011,-0.1953,0.4704,0.788
19.365,0.2861,-0.1881,0.5829,0.676
19.367,-0.058,-0.1475,0.4973,0.522
19.368,-0.4,-0.0929,0.3883,0.565
19.369,-0.647,-0.0482,0.0837,0.654
19.37,-0.8447,-0.0229,-0.2326,0.876
19.371,-1.0292,0.0403,-0.4361,1.118
19.371,-1.098,0.1103,-0.5704,1.242
19.371,-1.0896,0.2156,-0.755,1.343
19.372,-0.9682,0.2465,-0.8562,1.316
19.372,-0.8558,0.1909,-0.807,1.192
19.373,-0.8334,0.0491,-0.6914,1.084
19.373,-0.8073,-0.0473,-0.3182,0.869
19.373,-0.768,-0.1031,0.1284,0.785
19.374,-0.6124,-0.1496,0.3931,0.743
19.375,1.4037,0.3702,2.9113,3.253
19.375,0.6936,-0.6394,2.8402,2.993
19.377,0.3236,-0.3406,0.2277,0.522
19.377,-0.0422,0.3058,-3.5082,3.522
19.377,1.1939,0.1275,-1.4769,1.903
19.378,0.6352,-0.8943,0.2196,1.119
19.378,0.9381,-0.2433,1.2604,1.59
19.378,-0.9697,-0.3834,-0.9318,1.398
19.379,-0.1936,0.4931,0.3102,0.614
19.379,-0.5059,-0.2907,0.8701,1.048
19.379,0.9049,-0.3715,2.4192,2.61
19.38,-1.8996,-0.4735,-1.0411,2.217
19.38,-0.4152,1.273,0.0714,1.341
19.38,0.0534,0.0861,0.6538,0.662
19.38,-1.7253,-0.5238,-0.8573,1.997
19.381,-0.6237,1.1075,0.1536,1.28
19.381,-0.9672,0.2791,-0.8683,1.329
19.381,-0.8128,0.1567,-0.5704,1.005
19.382,0.5643,0.5793,0.7106,1.077
19.382,1.7784,-0.7373,1.532,2.46
19.382,0.4,-0.7355,-0.5956,1.027
19.382,0.5125,0.5486,-0.555,0.934
19.383,-0.4035,0.4548,-1.058,1.22
19.383,0.8039,0.5381,1.6351,1.9
19.383,0.0683,-0.0149,1.3016,1.303
19.384,-0.1122,0.4728,0.8231,0.956
19.384,-0.4299,0.5608,0.2677,0.756
19.384,-0.8332,0.4024,0.0727,0.928
19.384,-0.9334,0.5693,0.3459,1.147
19.385,1.6796,1.2257,2.961,3.618
19.385,0.633,-1.2609,0.3013,1.443
19.385,-1.506,0.2077,-1.3888,2.059
19.386,0.5571,2.1613,2.0919,3.059
19.386,-1.3173,0.6692,0.5523,1.577
19.386,-0.6995,1.3304,1.5065,2.128
19.387,-0.4953,1.2692,1.4788,2.011
19.387,-2.7072,-0.4488,-0.9159,2.893
19.387,-2.0971,0.8232,0.3688,2.283
19.388,-1.8948,0.6325,0.8773,2.182
19.388,-1.8741,0.6132,0.522,2.04
19.388,-1.7171,0.6367,-0.0184,1.831
19.389,-1.4194,0.4972,-0.3151,1.537
19.389,-1.0389,0.2666,-0.2589,1.103
19.389,-0.5232,0.1386,-0.109,0.552
19.389,0.1253,0.0176,-0.0112,0.127
19.39,0.5151,0.133,-0.0986,0.541
19.39,1.1591,0.0736,-0.1769,1.175
19.39,1.7189,-0.0595,-0.3158,1.749
19.391,1.8037,-0.2138,-0.5621,1.901
19.391,1.6637,-0.4246,-0.7241,1.863
19.391,1.5862,-0.3958,-0.6273,1.751
19.392,1.5897,-0.2638,-0.5177,1.693
19.392,1.6219,-0.1889,-0.5636,1.727
19.392,1.7352,-0.2378,-0.7245,1.895
19.393,1.9297,-0.3362,-0.9936,2.196
19.393,1.8232,-0.4792,-0.7695,2.036
19.393,1.3914,-0.698,-0.1475,1.564
19.394,1.0202,-1.0622,-0.2006,1.486
19.394,1.0312,-1.3136,-0.5921,1.772
19.394,1.1515,-1.4906,-0.8532,2.068
19.395,1.1634,-1.6794,-1.0049,2.277
19.395,1.0533,-1.8392,-1.1448,2.409
19.395,0.8983,-1.9198,-1.1373,2.405
19.396,0.7581,-1.8688,-0.9993,2.251
19.396,0.6733,-1.7579,-0.7983,2.045
19.397,0.5028,-1.6517,-0.7831,1.896
19.397,0.2993,-1.5216,-0.8028,1.746
19.397,0.1511,-1.3054,-0.8286,1.554
19.398,0.0319,-1.0487,-0.8176,1.33
19.398,-0.1085,-0.6823,-0.8053,1.061
19.398,-0.1435,-0.3378,-0.6911,0.783
19.399,-0.1665,-0.0199,-0.5635,0.588
19.399,-0.2587,0.2523,-0.4438,0.572
19.399,-0.3603,0.498,-0.3179,0.692
19.399,-0.4927,0.6694,-0.2023,0.855
19.4,-0.7252,0.8168,-0.1255,1.099
19.4,-0.9933,0.9448,-0.0465,1.372
19.4,-1.2254,1.0416,-0.0584,1.609
19.401,-1.3118,1.0952,-0.1274,1.714
19.401,-1.2981,1.0866,-0.2967,1.719
19.401,-1.151,0.9727,-0.49,1.585
19.402,-0.885,0.8446,-0.6358,1.379
19.402,-0.5101,0.6951,-0.7415,1.137
19.402,-0.1817,0.7824,-0.7522,1.1
19.402,0.1627,0.4777,-0.8879,1.021
19.403,0.4089,0.2786,-0.8927,1.021
19.403,0.4835,0.0322,-0.759,0.901
19.403,0.4657,-0.0918,-0.5013,0.69
19.404,0.6896,0.0473,0.1605,0.71
19.404,0.4118,-0.0938,0.0947,0.433
19.404,0.0138,-0.1106,-0.0455,0.12
19.404,-0.0158,0.1976,-0.1896,0.274
19.405,0.1999,0.3497,-0.4542,0.607
19.405,0.2974,0.3437,-0.725,0.856
19.405,0.4546,0.3926,-0.9283,1.106
19.405,0.6335,0.4893,-1.021,1.297
19.406,0.6978,0.5764,-1.0415,1.38
19.406,0.3109,2.702,-0.8298,2.844
19.407,-0.4048,4.9965,-0.6749,5.058
19.407,0.6319,1.2701,-0.1367,1.425
19.407,0.6851,-2.1932,-0.0148,2.298
19.408,0.1412,-3.3101,-0.2176,3.32
19.408,-0.0225,-2.5142,-0.288,2.531
19.408,0.2202,-1.1676,0.0741,1.19
19.409,0.0667,-0.303,0.5397,0.623
19.409,-0.3008,-0.142,0.7648,0.834
19.409,-0.8392,-0.2514,0.5321,1.025
19.41,-1.349,-0.2199,0.2217,1.385
19.41,-1.4589,0.0859,0.2899,1.49
19.41,-0.0557,0.9116,1.7136,1.942
19.411,1.1266,0.8843,3.5028,3.784
19.411,0.9892,0.6515,1.844,2.192
19.412,2.1077,1.5007,1.8501,3.181
19.412,0.9514,0.6207,0.2785,1.17
19.412,0.9342,0.7869,-0.3353,1.267
19.412,-0.0437,0.4659,-1.2064,1.294
19.413,-0.1041,0.3872,-0.5413,0.674
19.413,-0.5567,0.2059,-0.5437,0.805
19.413,0.0574,0.3933,0.451,0.601
19.413,0.061,0.406,0.2561,0.484
19.414,0.9703,0.6313,1.2541,1.707
19.414,0.7583,0.2802,1.1007,1.366
19.414,0.3416,0.2622,0.1568,0.458
19.414,-1.3732,-0.2308,-1.7445,2.232
19.415,-0.8196,0.3243,-1.0152,1.344
19.415,-1.4631,-0.2261,-0.7003,1.638
19.415,-1.4927,-0.2957,-0.6467,1.653
19.416,-1.1012,0.2202,-0.4631,1.215
19.416,-0.364,1.2011,0.4161,1.322
19.416,0.4386,1.5757,3.3455,3.724
19.417,-0.3726,-1.1745,-0.3635,1.285
19.417,-2.0207,-1.9736,-2.5139,3.781
19.417,-1.4133,-1.2473,-1.7337,2.561
19.418,-0.1093,-0.4388,-0.7619,0.886
19.418,0.2581,-0.0498,-0.5412,0.602
19.418,0.3098,-0.132,-0.6048,0.692
19.418,0.4573,-0.3001,-0.699,0.888
19.419,0.5832,-0.3462,-0.8594,1.095
19.419,0.6114,-0.2034,-0.9214,1.124
19.419,0.5041,-0.0797,-0.7731,0.926
19.42,0.3902,0.0416,-0.4887,0.627
19.884,0.2694,0.1268,-0.0729,0.307
19.885,0.1269,0.2191,0.758,0.799
19.885,-0.0499,0.3564,1.6998,1.738
19.885,-0.2161,0.4885,2.2942,2.356
19.886,-0.3146,0.529,2.2674,2.349
19.886,-0.2909,0.576,1.8617,1.97
19.887,-0.2335,0.5436,1.187,1.326
19.887,-0.1447,0.4797,0.6185,0.796
19.887,-0.0888,0.4276,0.2224,0.49
19.887,-0.0653,0.349,-0.0401,0.357
19.888,-0.0691,0.2753,-0.1812,0.337
19.888,-0.0089,0.1706,-0.1486,0.226
19.888,0.0006,0.0971,-0.0428,0.106
19.889,0.0526,0.0023,0.0863,0.101
19.889,0.1857,-0.0828,0.1574,0.257
19.889,0.3306,-0.1534,0.1588,0.398
19.889,0.5164,-0.1975,0.1623,0.576
19.89,0.8367,-0.1695,0.1918,0.875
19.89,1.4973,0.0021,0.3595,1.54
19.891,2.3412,0.1143,0.491,2.395
19.891,2.4383,-0.0165,0.1639,2.444
19.891,2.0103,-0.3898,-0.2796,2.067
19.891,1.3182,-0.7664,-0.5887,1.634
19.892,0.4875,-0.9481,-0.6992,1.275
19.892,-0.1731,-0.9213,-0.571,1.098
19.892,-0.6777,-0.8323,-0.3838,1.14
19.893,-1.0513,-0.7675,-0.0969,1.305
19.893,-1.1394,-0.6338,0.2753,1.333
19.893,-1.1839,-0.5293,0.623,1.439
19.894,-1.261,-0.4898,0.7675,1.555
19.894,-1.2579,-0.496,0.6947,1.52
19.894,-1.1817,-0.4786,0.4311,1.346
19.894,-0.9724,-0.3609,0.0961,1.042
19.895,-0.709,-0.1837,-0.1243,0.743
19.895,-0.463,-0.0401,-0.1516,0.489
19.895,1.3596,0.6003,1.037,1.812
19.896,3.1099,0.0803,2.8772,4.237
19.896,0.1862,-0.6246,1.0987,1.277
19.896,0.4726,0.6177,1.3627,1.569
19.897,-0.0064,0.3449,-0.0349,0.347
19.897,-0.1941,0.393,-0.0362,0.44
19.897,-0.2178,0.5872,0.4436,0.767
19.897,-0.2071,0.451,0.6785,0.841
19.898,-0.3007,0.1929,0.8028,0.879
19.898,-0.5244,-0.058,0.5923,0.793
19.898,-0.6795,-0.3206,0.0809,0.756
19.899,-0.7588,-0.4802,-0.2353,0.928
19.899,-0.6842,-0.5608,-0.309,0.937
19.899,-0.5493,-0.6463,-0.3262,0.909
19.899,-0.4832,-0.7917,-0.5761,1.092
19.9,-0.4278,-0.9705,-0.994,1.454
19.9,-0.2438,-1.0868,-1.2905,1.705
19.9,-0.0381,-1.1071,-1.2244,1.651
19.901,0.1425,-1.0052,-0.8025,1.294
19.901,0.3149,-0.8339,-0.1604,0.906
19.901,0.3671,-0.5861,0.4608,0.831
19.902,0.33,-0.372,0.9158,1.042
19.902,0.2678,-0.1894,1.1499,1.196
19.902,0.1395,0.0025,1.1799,1.188
19.902,0.0332,0.2228,1.0559,1.08
19.903,-0.0823,0.4713,0.8829,1.004
19.903,-0.2308,0.6407,0.6486,0.94
19.903,-0.4315,0.7046,0.3552,0.899
19.903,-0.5704,0.6895,0.0837,0.899
19.904,-0.643,0.7102,-0.133,0.967
19.904,-0.6451,0.7116,-0.226,0.987
19.904,-0.5699,0.6985,-0.1814,0.92
19.905,-0.5037,0.5944,-0.0708,0.782
19.905,-0.3699,0.4591,0.0243,0.59
19.905,-0.2136,0.2953,0.1088,0.38
19.905,-0.099,0.134,0.123,0.207
19.906,0.0199,-0.0414,0.0695,0.083
19.906,0.1385,-0.2309,0.0392,0.272
19.906,0.1663,-0.4367,0.0609,0.471
19.907,0.1729,-0.5536,0.1754,0.606
19.907,0.1542,-0.6273,0.2611,0.697
19.907,0.0934,-0.7078,0.2703,0.763
19.907,0.0192,-0.733,0.2506,0.775
19.908,-0.0348,-0.7341,0.2022,0.762
19.908,-0.0382,-0.6874,0.1012,0.696
19.908,0.596,-0.6454,0.43,0.978
19.908,0.3072,-0.6057,-0.0527,0.681
19.909,1.1377,-0.2909,0.2596,1.203
19.909,0.9065,-0.3274,-0.3591,1.028
19.909,0.0863,-0.3942,-1.0439,1.119
19.91,-0.6831,-0.5131,-1.1862,1.462
19.91,-1.1578,-0.6078,-0.8657,1.568
19.91,-1.4283,-0.5376,-0.3247,1.56
19.911,-1.3096,-0.3006,0.3529,1.389
19.911,-0.927,-0.0428,0.8492,1.258
19.911,-0.4737,0.1234,1.1049,1.209
19.911,-0.1921,0.2318,1.0542,1.096
19.912,-0.0954,0.297,0.7334,0.797
19.912,-0.0394,0.3526,0.4654,0.585
19.912,0.0309,0.3365,0.2548,0.423
19.913,0.1248,0.2489,0.1106,0.3
19.913,0.1685,0.1544,0.0205,0.229
19.913,0.1956,0.0818,-0.0418,0.216
19.913,0.1873,-0.0214,-0.0694,0.201
19.914,0.172,-0.1386,-0.0408,0.225
19.914,0.1712,-0.2625,0.0462,0.317
19.914,0.2156,-0.3622,0.1344,0.442
19.914,0.294,-0.4594,0.152,0.566
19.915,0.4058,-0.4918,0.1211,0.649
19.915,0.5176,-0.5119,0.0969,0.734
19.915,0.5511,-0.5128,0.0246,0.753
19.915,0.4747,-0.5534,-0.0492,0.731
19.916,0.3564,-0.6081,-0.2111,0.736
19.916,0.2632,-0.6792,-0.327,0.798
19.916,0.1828,-0.7143,-0.3351,0.81
19.917,0.0625,-0.6252,-0.2599,0.68
19.917,0.0192,-0.3306,-0.2231,0.399
19.917,0.1672,-0.1175,0.4778,0.52
19.918,1.0056,-0.2584,1.8616,2.132
19.918,2.3422,-1.154,1.7367,3.136
19.919,0.0675,-1.6034,-1.5972,2.264
19.919,-1.841,-0.2068,-2.1813,2.862
19.919,-2.8799,1.9002,-1.1319,3.631
19.92,-3.6062,3.3036,-0.8608,4.966
19.92,-3.275,2.9411,-0.9814,4.51
19.921,-1.9002,1.3198,-0.5456,2.377
19.921,-0.4473,-0.6455,-0.2663,0.829
19.921,0.5805,-1.9889,-0.195,2.081
19.922,1.1467,-2.2812,-0.0164,2.553
19.922,1.3126,-1.7772,0.1779,2.217
19.922,1.3395,-1.0014,0.465,1.736
19.922,1.1677,-0.3988,0.7446,1.441
19.923,0.8209,-0.091,0.6077,1.025
19.923,0.7218,0.0227,0.4628,0.858
19.923,0.8177,0.0432,0.4074,0.915
19.924,0.8195,0.0137,0.343,0.889
19.924,0.7415,0.1064,0.2766,0.799
19.924,0.6312,0.2183,0.177,0.691
19.924,0.5172,0.3446,0.2738,0.679
19.925,0.2702,0.294,0.2871,0.492
19.925,0.1504,0.3677,0.3465,0.527
19.925,0.8957,1.7842,0.5402,2.068
19.925,0.8851,1.0863,-0.6612,1.549
19.926,0.5052,-0.3488,-0.4785,0.778
19.926,-0.7367,-1.6597,0.3496,1.849
19.926,-1.692,-1.4278,1.2822,2.558
19.927,-1.9229,-0.519,1.5025,2.495
19.927,-1.7503,0.2246,1.1645,2.114
19.927,-2.5676,1.5084,1.5092,3.339
19.928,-0.7675,0.4784,-0.0341,0.905
19.928,-2.4132,1.2897,-4.6124,5.363
19.929,-2.8867,3.5694,-7.9159,9.151
19.929,0.2147,2.4402,-3.1147,3.963
19.93,1.1997,1.1244,0.1475,1.651
19.93,1.3151,0.1244,2.067,2.453
19.93,1.3325,-0.2694,3.1004,3.385
19.93,1.0774,-0.3234,3.3443,3.528
19.931,0.6542,-0.2152,3.1411,3.216
19.931,0.2201,-0.0572,2.8113,2.821
19.932,0.0401,0.0761,2.4511,2.453
19.932,-0.0893,0.1871,1.9077,1.919
19.932,-0.1777,0.2903,1.3723,1.414
19.932,-0.0981,0.3547,0.8091,0.889
19.933,0.0568,0.3613,0.3042,0.476
19.933,0.2638,0.4012,-0.0828,0.487
19.933,0.5545,0.4317,-0.2805,0.757
19.933,0.8722,0.3214,-0.3278,0.986
19.934,1.3703,0.4817,-0.1148,1.457
19.934,1.9927,0.8746,0.9238,2.364
19.934,0.7333,-0.3503,0.8832,1.2
19.935,-1.1906,-1.1871,-0.0751,1.683
19.935,-1.4816,-0.6563,-0.1766,1.63
19.935,-0.8495,0.067,0.2394,0.885
19.936,-0.756,0.1919,0.3185,0.842
19.936,-0.8898,0.1205,0.1901,0.918
19.936,-0.4636,0.6632,0.0984,0.815
19.937,-0.6284,0.711,0.4235,1.039
19.937,-0.724,0.5552,0.7609,1.188
19.937,-0.7759,0.3082,1.0054,1.307
19.938,-0.9707,0.0442,1.0541,1.434
19.938,-1.1573,-0.1841,0.9551,1.512
19.938,-1.3111,-0.1114,0.7423,1.511
19.939,-1.3721,0.1448,0.5998,1.504
19.939,-1.5005,0.3908,0.5061,1.631
19.939,-1.5839,0.6337,0.4734,1.77
19.94,-1.577,0.8138,0.4633,1.834
19.94,-0.6506,1.5095,1.1612,2.013
19.94,0.0008,1.153,2.3966,2.66
19.941,-0.5486,0.1343,2.4596,2.524
19.941,-1.4247,-0.1673,1.516,2.087
19.941,-1.6037,0.1808,0.3743,1.657
19.942,-1.4941,0.5035,-0.5021,1.655
19.942,-1.4486,0.6037,-1.1571,1.95
19.942,-1.4715,0.5105,-1.7656,2.354
19.943,-1.0653,0.4417,-1.9454,2.262
19.943,-0.6236,0.333,-1.8502,1.981
19.943,-0.2422,0.1627,-1.6396,1.665
19.944,-0.0544,-0.0309,-1.4828,1.484
19.944,0.0671,-0.2525,-1.2671,1.294
19.944,0.2345,-0.5237,-1.0881,1.23
19.944,0.4596,-0.823,-0.8621,1.277
19.945,0.6919,-1.136,-0.7063,1.506
19.945,0.8671,-1.379,-0.6204,1.743
19.945,0.9879,-1.5499,-0.6256,1.941
19.946,1.2413,-1.5553,-0.6114,2.082
19.946,1.5794,-1.4148,-0.4847,2.175
19.946,1.8446,-1.2574,-0.2839,2.25
19.947,1.9321,-1.1261,-0.1429,2.241
19.947,1.9523,-1.0113,-0.0951,2.201
19.947,1.8118,-0.8866,-0.1528,2.023
19.948,1.7208,-0.7401,-0.1059,1.876
19.948,1.6405,-0.6364,-0.0361,1.76
19.948,1.666,-0.5658,-0.0896,1.762
19.948,1.6962,-0.5283,-0.2357,1.792
19.949,1.7072,-0.4999,-0.4912,1.845
19.949,1.7394,-0.5355,-0.7536,1.97
19.949,1.7068,-0.5585,-1.0061,2.058
19.949,1.6793,-0.5738,-1.1935,2.139
19.95,1.6979,-0.4452,-1.2339,2.146
19.95,3.2379,0.2431,-0.8497,3.356
19.95,3.0423,0.2049,-0.557,3.1
19.95,0.9449,0.624,-1.3657,1.774
19.951,-0.651,1.5639,-1.1357,2.039
19.951,-1.5583,2.3325,1.4559,3.16
19.951,-2.1365,1.9258,1.6797,3.331
19.952,-2.1897,1.5903,1.1854,2.954
19.952,-1.8205,0.5754,1.6059,2.495
19.952,-1.9212,-0.0826,1.2219,2.278
19.952,-2.0769,-0.1331,0.8638,2.253
19.953,-1.897,-0.0098,0.4596,1.952
19.953,-1.4082,0.1461,0.0048,1.416
19.953,-1.0833,0.2008,-0.3759,1.164
19.953,-0.7654,0.1645,-0.2984,0.838
19.954,-0.7579,0.1761,-0.1062,0.785
19.954,-0.5709,0.212,0.1299,0.623
19.954,-0.3267,0.1002,0.2877,0.447
19.954,-0.056,-0.0803,0.4463,0.457
19.954,0.1552,-0.3199,0.525,0.634
19.955,0.2404,-0.499,0.5051,0.75
19.955,0.3333,-0.5536,0.311,0.717
19.955,0.3001,-0.5746,0.0266,0.649
19.955,0.2605,-0.5094,-0.1853,0.601
19.955,0.3389,-0.4324,-0.4083,0.685
19.956,0.3798,-0.3816,-0.5424,0.764
19.956,0.4598,-0.2568,-0.6282,0.82
19.956,0.562,-0.0841,-0.661,0.872
19.956,0.7127,0.0955,-0.5932,0.932
19.957,0.788,0.2154,-0.4771,0.946
19.957,0.671,0.2396,-0.3178,0.78
19.957,0.5053,0.2162,-0.175,0.577
19.957,0.3239,0.176,-0.082,0.378
19.957,0.0813,0.1048,-0.0411,0.139
19.958,-0.01,0.0336,0.0005,0.035
19.958,-0.0052,-0.0615,0.0235,0.066
19.958,-0.0171,-0.171,-0.0867,0.192
19.958,-0.0361,-0.2184,-0.0958,0.241
19.958,-0.0337,-0.23,-0.033,0.235
19.959,-0.0316,-0.2153,-0.023,0.219
19.959,-0.0324,-0.2054,0.0417,0.212
19.959,-0.0578,-0.2458,0.0607,0.26
19.959,-0.132,-0.2957,0.0457,0.327
19.96,-0.1813,-0.3171,0.0662,0.371
19.96,-0.1892,-0.2598,0.0291,0.323
19.96,-0.1316,-0.1407,0.0258,0.194
19.96,-0.0154,-0.0652,-0.0108,0.068
19.96,0.1043,-0.0281,-0.1048,0.151
19.961,0.1491,-0.0102,-0.2132,0.26
19.961,0.1527,-0.0163,-0.3241,0.359
19.961,0.0967,0.035,-0.3775,0.391
19.961,0.0294,0.0338,-0.4259,0.428
19.961,-0.0942,0.0709,-0.4072,0.424
19.962,-0.2523,0.1416,-0.3738,0.473
19.962,-0.223,0.1621,-0.3857,0.474
19.962,0.0058,0.2402,-0.2351,0.336
19.962,-0.1716,0.1752,0.1548,0.29
19.963,-0.7366,0.2848,0.2246,0.821
19.963,-0.8789,0.3364,0.3575,1.007
19.963,-0.6879,0.3444,0.4313,0.882
19.963,-0.4864,0.3305,0.4529,0.742
19.964,-0.288,0.2566,0.3844,0.545
19.964,-0.1807,0.1563,0.2351,0.335
19.964,-0.1405,0.0345,0.0362,0.149
19.964,-0.1531,-0.0681,-0.1287,0.211
19.964,-0.1349,-0.0967,-0.1376,0.216
19.965,-0.2007,-0.1901,0.0092,0.277
19.965,-0.2799,-0.305,-0.1764,0.45
19.965,0.1246,0.2137,-0.2115,0.326
19.965,0.8079,1.1532,-0.11,1.412
19.966,0.3519,0.8445,-0.5005,1.043
19.966,0.2784,0.5029,-0.8602,1.035
19.966,-0.4325,-0.2372,-0.8648,0.996
19.966,-0.7198,-0.6009,-0.7712,1.214
19.966,-0.4874,0.047,0.4962,0.697
19.967,-0.7939,-0.0879,0.9111,1.212
19.967,-0.672,-0.2688,-0.0563,0.726
19.967,-0.5032,0.0311,-0.4619,0.684
19.967,-1.075,-0.4248,-1.0294,1.548
19.967,-0.2508,-0.0317,-1.1715,1.198
19.968,-0.1361,0.0908,-0.6334,0.654
19.968,-0.4061,-0.3586,-1.0692,1.199
19.968,0.1678,0.213,0.2532,0.371
19.968,1.322,1.5764,0.7825,2.201
19.968,0.0782,0.9321,0.4763,1.05
19.968,-0.8212,0.2148,0.4501,0.961
19.968,-2.9112,-1.3256,-0.4366,3.228
19.969,-2.6027,-0.5796,0.7168,2.761
19.969,-1.8898,-0.4499,1.1593,2.262
19.969,-1.2098,-0.5873,0.8721,1.603
19.969,-0.6434,-0.1809,0.3414,0.751
19.969,0.6881,0.8795,-0.2214,1.138
19.97,1.5694,0.9166,-1.0759,2.112
19.97,1.5989,0.4727,-1.2836,2.104
19.97,2.2599,0.836,-1.0677,2.635
19.97,4.251,1.893,-0.7626,4.716
19.97,4.2812,1.741,-0.884,4.705
19.971,2.7629,0.9435,-0.6221,2.985
19.971,1.1769,0.516,-0.1342,1.292
19.971,0.7911,0.3256,1.073,1.372
19.971,0.6619,0.1491,1.6707,1.803
19.972,0.1783,-0.0096,1.5654,1.576
19.972,-0.0909,0.0315,1.6161,1.619
19.972,-0.2891,-0.0144,1.6428,1.668
19.972,-0.5784,-0.1972,1.5736,1.688
19.972,-0.896,-0.1892,1.4844,1.744
19.972,-1.2106,-0.1168,1.3747,1.836
19.973,-1.437,-0.04,1.2417,1.9
19.973,-1.5235,0.1583,1.152,1.917
19.973,-1.5857,0.2774,1.0261,1.909
19.973,-1.5688,0.2477,0.836,1.795
19.973,-1.5422,0.158,0.6102,1.666
19.974,-1.4221,0.0944,0.3963,1.479
19.974,-1.0112,0.0613,0.3291,1.065
19.974,-0.5025,-0.041,0.3614,0.62
19.974,-0.1153,-0.1934,0.3283,0.398
19.974,0.111,-0.269,0.3355,0.444
19.974,0.2496,-0.27,0.4114,0.552
19.975,0.2905,-0.2997,0.4681,0.627
19.975,0.2838,-0.3221,0.532,0.684
19.975,0.2201,-0.3111,0.546,0.666
19.975,0.1495,-0.3121,0.515,0.62
19.975,0.1054,-0.3323,0.427,0.551
19.975,0.0521,-0.2473,0.3725,0.45
19.976,0.0447,-0.0355,0.38,0.384
19.976,-0.0245,-0.0317,0.2699,0.273
19.976,-0.1289,-0.1519,0.1138,0.229
19.976,-0.1562,-0.2142,0.0862,0.279
19.976,-0.0877,-0.281,0.1416,0.327
19.976,-0.0765,-0.3092,0.1388,0.347
19.977,-0.034,-0.3038,0.1499,0.34
19.977,-0.0033,-0.3077,0.1129,0.328
19.977,0.0276,-0.3021,0.0305,0.305
19.977,0.0562,-0.3729,-0.0756,0.385
19.977,0.1638,-0.4818,-0.146,0.529
19.977,0.0136,-0.521,-0.2263,0.568
19.978,0.0266,-0.5409,-0.1157,0.554
19.978,0.0187,-0.6394,-0.0272,0.64
19.978,-0.2063,-0.8237,-0.0657,0.852
19.978,-0.218,-1.1844,0.0606,1.206
19.978,-0.3398,-1.3774,0.1672,1.428
19.978,-0.4616,-1.1996,0.252,1.31
19.978,-0.5118,-1.0268,0.1835,1.162
19.979,-0.4594,-0.9021,0.0888,1.016
19.979,-0.4525,-0.7725,-0.0733,0.898
19.979,-0.3642,-0.631,-0.0997,0.735
19.979,-0.2425,-0.4534,-0.1365,0.532
19.979,-0.099,-0.2782,-0.1717,0.342
19.979,0.0401,-0.1003,-0.1864,0.215
19.98,0.1749,0.0322,-0.1446,0.229
19.98,0.303,0.11,-0.1038,0.339
19.98,0.3859,0.1594,-0.0183,0.418
19.98,0.4094,0.1132,-0.0314,0.426
19.98,0.4046,0.029,-0.052,0.409
19.98,0.474,-0.0453,-0.0895,0.484
19.981,0.5243,-0.172,-0.192,0.584
19.981,0.4792,-0.4059,-0.2685,0.683
19.981,0.3653,-0.4433,-0.202,0.609
19.981,0.1349,-0.1961,-0.0787,0.251
19.981,-0.0542,-0.1258,-0.0348,0.141
19.981,-0.2189,-0.0962,-0.0796,0.252
19.982,-0.2664,0.0507,-0.0817,0.283
19.982,-0.1731,0.1712,-0.1131,0.268
19.982,0.0158,0.2344,-0.1735,0.292
19.982,0.2046,0.2165,-0.2127,0.366
19.982,0.4841,0.1198,-0.2618,0.563
